日期,区域,城市,产品线,销售额,销量,毛利
2026-08-13,华南,深圳,专业版,23054.57,10,12694.33
2026-08-13,华南,深圳,配件,3196.02,2,1240.25
2026-08-13,华南,广州,标准版,6227.13,2,2813.87
2026-08-14,华东,南京,旗舰版,18452.26,12,12794.9
2026-08-14,华北,天津,标准版,5037.37,1,2051.85
2026-08-15,华中,长沙,旗舰版,6063.15,4,3893.16
2026-08-15,华南,深圳,旗舰版,15503.06,13,9531.49
2026-08-15,华中,长沙,旗舰版,15024.89,6,8572.92
2026-08-16,华南,广州,专业版,7135.78,2,3802.4
2026-08-16,华东,上海,配件,2071.46,1,663.99
2026-08-17,华中,武汉,配件,5047.17,3,1836.69
2026-08-17,华南,深圳,专业版,17356.18,9,9713.53
2026-08-17,华东,南京,旗舰版,5770.02,4,3474.25
2026-08-17,华南,深圳,标准版,2262.3,1,958.01
2026-08-18,华南,深圳,旗舰版,26000.64,9,16177.88
2026-08-18,华东,杭州,专业版,6934.9,3,3620.68
2026-08-18,华南,广州,配件,8532.78,3,3213.67
2026-08-18,西南,成都,配件,6867.19,3,2212.79
2026-08-19,华北,天津,标准版,12734.59,5,5442.56
2026-08-19,西南,重庆,标准版,13318.36,5,5371.95
2026-08-20,华南,广州,配件,9440.98,4,3177.83
2026-08-20,华南,广州,配件,15697.17,11,5586.96
2026-08-20,华北,北京,旗舰版,6660.67,2,4209.09
2026-08-21,华南,深圳,标准版,4791.58,2,1991.97
2026-08-21,华南,广州,标准版,11014.85,9,4721.0
2026-08-21,华北,北京,旗舰版,3322.31,2,2179.15
2026-08-22,西南,重庆,专业版,13783.46,6,7958.79
2026-08-22,华东,杭州,专业版,6911.28,3,3807.48
2026-08-22,华北,天津,标准版,9090.87,9,3675.65
2026-08-23,华北,北京,专业版,11618.84,6,6299.0
2026-08-23,华北,天津,标准版,17603.66,9,7163.07
2026-08-23,华东,南京,配件,2908.05,1,1026.16
2026-08-23,华东,南京,专业版,15063.94,8,7568.81
2026-08-24,华东,南京,标准版,5770.78,2,2322.52
2026-08-24,华东,杭州,配件,19305.57,7,6761.68
2026-08-24,华北,天津,标准版,7563.79,4,3338.32
2026-08-24,华北,北京,标准版,39452.93,20,16872.44
2026-08-24,华东,南京,标准版,6962.04,2,2965.96
2026-08-25,华北,北京,标准版,32698.15,12,14513.34
2026-08-25,华中,长沙,专业版,35165.87,34,19642.35
2026-08-25,西南,成都,标准版,22994.9,20,9789.36
2026-08-25,华东,杭州,标准版,7659.85,4,3413.96
2026-08-25,华南,深圳,旗舰版,18287.31,6,11379.94
2026-08-26,华东,南京,标准版,6171.35,2,2579.06
2026-08-26,华北,天津,专业版,6494.84,3,3518.46
2026-08-27,西南,重庆,标准版,8695.15,3,3418.1
2026-08-27,华南,深圳,配件,8662.92,3,3241.12
2026-08-27,华东,南京,专业版,4280.28,1,2496.51
2026-08-28,华东,上海,标准版,46432.13,21,19746.85
2026-08-28,华南,广州,专业版,13064.59,6,6988.59
2026-08-28,华中,武汉,标准版,4589.82,2,2008.25
2026-08-28,华北,天津,配件,5004.81,2,1847.96
2026-08-30,华北,北京,配件,3724.56,1,1304.44
2026-08-31,华南,广州,旗舰版,9110.04,5,5766.99
