日期,基金代码,基金名称,单位净值
2025-01-09,F11005,稳健纯债C,1.0869
2025-01-10,F11005,稳健纯债C,1.0889
2025-01-13,F11005,稳健纯债C,1.0928
2025-01-14,F11005,稳健纯债C,1.0908
2025-01-15,F11005,稳健纯债C,1.0939
2025-01-16,F11005,稳健纯债C,1.094
2025-01-17,F11005,稳健纯债C,1.0895
2025-01-20,F11005,稳健纯债C,1.0918
2025-01-21,F11005,稳健纯债C,1.0919
2025-01-22,F11005,稳健纯债C,1.0919
2025-01-23,F11005,稳健纯债C,1.0938
2025-01-24,F11005,稳健纯债C,1.0913
2025-01-27,F11005,稳健纯债C,1.0936
2025-01-28,F11005,稳健纯债C,1.0913
2025-01-29,F11005,稳健纯债C,1.0956
2025-01-30,F11005,稳健纯债C,1.0989
2025-01-31,F11005,稳健纯债C,1.1033
2025-02-03,F11005,稳健纯债C,1.1048
2025-02-04,F11005,稳健纯债C,1.1038
2025-02-05,F11005,稳健纯债C,1.1019
2025-02-06,F11005,稳健纯债C,1.0999
2025-02-07,F11005,稳健纯债C,1.0995
2025-02-10,F11005,稳健纯债C,1.0978
2025-02-11,F11005,稳健纯债C,1.0988
2025-02-12,F11005,稳健纯债C,1.0967
2025-02-13,F11005,稳健纯债C,1.0952
2025-02-14,F11005,稳健纯债C,1.0943
2025-02-17,F11005,稳健纯债C,1.0923
2025-02-18,F11005,稳健纯债C,1.0915
2025-02-19,F11005,稳健纯债C,1.0932
2025-02-20,F11005,稳健纯债C,1.0909
2025-02-21,F11005,稳健纯债C,1.0878
2025-02-24,F11005,稳健纯债C,1.0874
2025-02-25,F11005,稳健纯债C,1.0845
2025-02-26,F11005,稳健纯债C,1.0883
2025-02-27,F11005,稳健纯债C,1.0865
2025-02-28,F11005,稳健纯债C,1.0868
2025-03-03,F11005,稳健纯债C,1.0882
2025-03-04,F11005,稳健纯债C,1.0849
2025-03-05,F11005,稳健纯债C,1.0827
2025-03-06,F11005,稳健纯债C,1.0811
2025-03-07,F11005,稳健纯债C,1.0834
2025-03-10,F11005,稳健纯债C,1.0886
2025-03-11,F11005,稳健纯债C,1.0939
2025-03-12,F11005,稳健纯债C,1.0975
2025-03-13,F11005,稳健纯债C,1.0943
2025-03-14,F11005,稳健纯债C,1.092
2025-03-17,F11005,稳健纯债C,1.096
2025-03-18,F11005,稳健纯债C,1.1004
2025-03-19,F11005,稳健纯债C,1.1027
2025-03-20,F11005,稳健纯债C,1.1051
2025-03-21,F11005,稳健纯债C,1.1041
2025-03-24,F11005,稳健纯债C,1.109
2025-03-25,F11005,稳健纯债C,1.1071
2025-03-26,F11005,稳健纯债C,1.1028
2025-03-27,F11005,稳健纯债C,1.1052
2025-03-28,F11005,稳健纯债C,1.1037
2025-03-31,F11005,稳健纯债C,1.1002
2025-04-01,F11005,稳健纯债C,1.1028
2025-04-02,F11005,稳健纯债C,1.0979
2025-04-03,F11005,稳健纯债C,1.0993
2025-04-04,F11005,稳健纯债C,1.0982
2025-04-07,F11005,稳健纯债C,1.1028
2025-04-08,F11005,稳健纯债C,1.1042
2025-04-09,F11005,稳健纯债C,1.1074
2025-04-10,F11005,稳健纯债C,1.1045
2025-04-11,F11005,稳健纯债C,1.0999
2025-04-14,F11005,稳健纯债C,1.0991
2025-04-15,F11005,稳健纯债C,1.1009
2025-04-16,F11005,稳健纯债C,1.1013
2025-04-17,F11005,稳健纯债C,1.1046
2025-04-18,F11005,稳健纯债C,1.1063
2025-04-21,F11005,稳健纯债C,1.1035
2025-04-22,F11005,稳健纯债C,1.105
2025-04-23,F11005,稳健纯债C,1.1056
2025-04-24,F11005,稳健纯债C,1.1093
2025-04-25,F11005,稳健纯债C,1.1069
2025-04-28,F11005,稳健纯债C,1.1052
2025-04-29,F11005,稳健纯债C,1.1065
2025-04-30,F11005,稳健纯债C,1.1106
2025-05-01,F11005,稳健纯债C,1.1102
2025-05-02,F11005,稳健纯债C,1.112
2025-05-05,F11005,稳健纯债C,1.1122
2025-05-06,F11005,稳健纯债C,1.1123
2025-05-07,F11005,稳健纯债C,1.1157
2025-05-08,F11005,稳健纯债C,1.1161
2025-05-09,F11005,稳健纯债C,1.115
2025-05-12,F11005,稳健纯债C,1.1138
2025-05-13,F11005,稳健纯债C,1.1131
2025-05-14,F11005,稳健纯债C,1.1113
2025-05-15,F11005,稳健纯债C,1.1108
2025-05-16,F11005,稳健纯债C,1.1111
2025-05-19,F11005,稳健纯债C,1.112
2025-05-20,F11005,稳健纯债C,1.1094
2025-05-21,F11005,稳健纯债C,1.1084
2025-05-22,F11005,稳健纯债C,1.1075
2025-05-23,F11005,稳健纯债C,1.1055
2025-05-26,F11005,稳健纯债C,1.104
2025-05-27,F11005,稳健纯债C,1.1067
2025-05-28,F11005,稳健纯债C,1.1107
2025-05-29,F11005,稳健纯债C,1.11
2025-05-30,F11005,稳健纯债C,1.1081
2025-06-02,F11005,稳健纯债C,1.108
2025-06-03,F11005,稳健纯债C,1.1084
2025-06-04,F11005,稳健纯债C,1.1105
2025-06-05,F11005,稳健纯债C,1.1096
2025-06-06,F11005,稳健纯债C,1.1082
2025-06-09,F11005,稳健纯债C,1.1152
2025-06-10,F11005,稳健纯债C,1.1117
2025-06-11,F11005,稳健纯债C,1.1144
2025-06-12,F11005,稳健纯债C,1.1188
2025-06-13,F11005,稳健纯债C,1.1182
2025-06-16,F11005,稳健纯债C,1.1196
2025-06-17,F11005,稳健纯债C,1.115
2025-06-18,F11005,稳健纯债C,1.1153
2025-06-19,F11005,稳健纯债C,1.1187
2025-06-20,F11005,稳健纯债C,1.1192
2025-06-23,F11005,稳健纯债C,1.1195
2025-06-24,F11005,稳健纯债C,1.1245
2025-06-25,F11005,稳健纯债C,1.127
2025-06-26,F11005,稳健纯债C,1.1292
2025-06-27,F11005,稳健纯债C,1.127
2025-06-30,F11005,稳健纯债C,1.1202
2025-07-01,F11005,稳健纯债C,1.1214
2025-07-02,F11005,稳健纯债C,1.1216
2025-07-03,F11005,稳健纯债C,1.1239
2025-07-04,F11005,稳健纯债C,1.1244
2025-07-07,F11005,稳健纯债C,1.1247
2025-07-08,F11005,稳健纯债C,1.125
2025-07-09,F11005,稳健纯债C,1.122
2025-07-10,F11005,稳健纯债C,1.1169
2025-07-11,F11005,稳健纯债C,1.1145
2025-07-14,F11005,稳健纯债C,1.1116
2025-07-15,F11005,稳健纯债C,1.1116
2025-07-16,F11005,稳健纯债C,1.1072
2025-07-17,F11005,稳健纯债C,1.106
2025-07-18,F11005,稳健纯债C,1.1116
2025-07-21,F11005,稳健纯债C,1.1115
2025-07-22,F11005,稳健纯债C,1.1118
2025-07-23,F11005,稳健纯债C,1.112
2025-07-24,F11005,稳健纯债C,1.1127
2025-07-25,F11005,稳健纯债C,1.1114
2025-07-28,F11005,稳健纯债C,1.1111
2025-07-29,F11005,稳健纯债C,1.1097
2025-07-30,F11005,稳健纯债C,1.1057
2025-07-31,F11005,稳健纯债C,1.1091
2025-08-01,F11005,稳健纯债C,1.1068
2025-08-04,F11005,稳健纯债C,1.1115
2025-08-05,F11005,稳健纯债C,1.1095
2025-08-06,F11005,稳健纯债C,1.1058
2025-08-07,F11005,稳健纯债C,1.1114
2025-08-08,F11005,稳健纯债C,1.1074
2025-08-11,F11005,稳健纯债C,1.1012
2025-08-12,F11005,稳健纯债C,1.0973
2025-08-13,F11005,稳健纯债C,1.0971
2025-08-14,F11005,稳健纯债C,1.0935
2025-08-15,F11005,稳健纯债C,1.0921
2025-08-18,F11005,稳健纯债C,1.0867
2025-08-19,F11005,稳健纯债C,1.0898
2025-08-20,F11005,稳健纯债C,1.0911
2025-08-21,F11005,稳健纯债C,1.0878
2025-08-22,F11005,稳健纯债C,1.0816
2025-08-25,F11005,稳健纯债C,1.0793
2025-08-26,F11005,稳健纯债C,1.0812
2025-08-27,F11005,稳健纯债C,1.0843
2025-08-28,F11005,稳健纯债C,1.0838
2025-08-29,F11005,稳健纯债C,1.0826
2025-09-01,F11005,稳健纯债C,1.0811
2025-09-02,F11005,稳健纯债C,1.0821
2025-09-03,F11005,稳健纯债C,1.0847
2025-09-04,F11005,稳健纯债C,1.0844
2025-09-05,F11005,稳健纯债C,1.0836
2025-09-08,F11005,稳健纯债C,1.0858
2025-09-09,F11005,稳健纯债C,1.0901
2025-09-10,F11005,稳健纯债C,1.0895
2025-09-11,F11005,稳健纯债C,1.0898
2025-09-12,F11005,稳健纯债C,1.0879
2025-09-15,F11005,稳健纯债C,1.0883
2025-09-16,F11005,稳健纯债C,1.0859
2025-09-17,F11005,稳健纯债C,1.09
2025-09-18,F11005,稳健纯债C,1.0926
2025-09-19,F11005,稳健纯债C,1.0975
2025-09-22,F11005,稳健纯债C,1.0961
2025-09-23,F11005,稳健纯债C,1.102
2025-09-24,F11005,稳健纯债C,1.1029
2025-09-25,F11005,稳健纯债C,1.1026
2025-09-26,F11005,稳健纯债C,1.1063
2025-09-29,F11005,稳健纯债C,1.1036
2025-09-30,F11005,稳健纯债C,1.1038
2025-10-01,F11005,稳健纯债C,1.1036
2025-10-02,F11005,稳健纯债C,1.1049
2025-10-03,F11005,稳健纯债C,1.1038
2025-10-06,F11005,稳健纯债C,1.1024
2025-10-07,F11005,稳健纯债C,1.1015
2025-10-08,F11005,稳健纯债C,1.1009
2025-10-09,F11005,稳健纯债C,1.1012
2025-10-10,F11005,稳健纯债C,1.105
2025-10-13,F11005,稳健纯债C,1.0991
2025-10-14,F11005,稳健纯债C,1.1014
2025-10-15,F11005,稳健纯债C,1.1002
2025-10-16,F11005,稳健纯债C,1.0999
2025-10-17,F11005,稳健纯债C,1.097
2025-10-20,F11005,稳健纯债C,1.0973
2025-10-21,F11005,稳健纯债C,1.0964
2025-10-22,F11005,稳健纯债C,1.0959
2025-10-23,F11005,稳健纯债C,1.0977
2025-10-24,F11005,稳健纯债C,1.0996
2025-10-27,F11005,稳健纯债C,1.1037
2025-10-28,F11005,稳健纯债C,1.1022
2025-10-29,F11005,稳健纯债C,1.1042
2025-10-30,F11005,稳健纯债C,1.1062
2025-10-31,F11005,稳健纯债C,1.1066
2025-11-03,F11005,稳健纯债C,1.1114
2025-11-04,F11005,稳健纯债C,1.1098
2025-11-05,F11005,稳健纯债C,1.1104
2025-11-06,F11005,稳健纯债C,1.1114
2025-11-07,F11005,稳健纯债C,1.1082
2025-11-10,F11005,稳健纯债C,1.1119
2025-11-11,F11005,稳健纯债C,1.1117
2025-11-12,F11005,稳健纯债C,1.1131
2025-11-13,F11005,稳健纯债C,1.1177
2025-11-14,F11005,稳健纯债C,1.1185
2025-11-17,F11005,稳健纯债C,1.1187
2025-11-18,F11005,稳健纯债C,1.1191
2025-11-19,F11005,稳健纯债C,1.1164
2025-11-20,F11005,稳健纯债C,1.1155
2025-11-21,F11005,稳健纯债C,1.1152
2025-11-24,F11005,稳健纯债C,1.1156
2025-11-25,F11005,稳健纯债C,1.1197
2025-11-26,F11005,稳健纯债C,1.1225
2025-11-27,F11005,稳健纯债C,1.121
2025-11-28,F11005,稳健纯债C,1.121
2025-12-01,F11005,稳健纯债C,1.1252
2025-12-02,F11005,稳健纯债C,1.1204
2025-12-03,F11005,稳健纯债C,1.1199
2025-12-04,F11005,稳健纯债C,1.1164
2025-12-05,F11005,稳健纯债C,1.1235
2025-12-08,F11005,稳健纯债C,1.1258
2025-12-09,F11005,稳健纯债C,1.1246
2025-12-10,F11005,稳健纯债C,1.1246
2025-12-11,F11005,稳健纯债C,1.1224
2025-12-12,F11005,稳健纯债C,1.1283
2025-12-15,F11005,稳健纯债C,1.1219
2025-12-16,F11005,稳健纯债C,1.123
2025-12-17,F11005,稳健纯债C,1.1229
2025-12-18,F11005,稳健纯债C,1.1202
2025-12-19,F11005,稳健纯债C,1.1196
2025-12-22,F11005,稳健纯债C,1.1152
2025-12-23,F11005,稳健纯债C,1.1198
2025-12-24,F11005,稳健纯债C,1.12
2025-12-25,F11005,稳健纯债C,1.1227
2025-12-26,F11005,稳健纯债C,1.1215
2025-12-29,F11005,稳健纯债C,1.1255
2025-12-30,F11005,稳健纯债C,1.1257
2025-12-31,F11005,稳健纯债C,1.129
2026-01-01,F11005,稳健纯债C,1.1307
2026-01-02,F11005,稳健纯债C,1.1308
2026-01-05,F11005,稳健纯债C,1.1338
2026-01-06,F11005,稳健纯债C,1.146
2026-01-07,F11005,稳健纯债C,1.1429
2026-01-08,F11005,稳健纯债C,1.1427
2026-01-09,F11005,稳健纯债C,1.1391
2026-01-12,F11005,稳健纯债C,1.1405
2026-01-13,F11005,稳健纯债C,1.1413
2026-01-14,F11005,稳健纯债C,1.1471
2026-01-15,F11005,稳健纯债C,1.1465
2026-01-16,F11005,稳健纯债C,1.1494
2026-01-19,F11005,稳健纯债C,1.1435
2026-01-20,F11005,稳健纯债C,1.1441
2026-01-21,F11005,稳健纯债C,1.1418
2026-01-22,F11005,稳健纯债C,1.1436
2026-01-23,F11005,稳健纯债C,1.1471
2026-01-26,F11005,稳健纯债C,1.1456
2026-01-27,F11005,稳健纯债C,1.1473
2026-01-28,F11005,稳健纯债C,1.1464
2026-01-29,F11005,稳健纯债C,1.1467
2026-01-30,F11005,稳健纯债C,1.148
2026-02-02,F11005,稳健纯债C,1.1453
2026-02-03,F11005,稳健纯债C,1.1426
2026-02-04,F11005,稳健纯债C,1.1452
2026-02-05,F11005,稳健纯债C,1.1434
2026-02-06,F11005,稳健纯债C,1.1473
2026-02-09,F11005,稳健纯债C,1.1423
2026-02-10,F11005,稳健纯债C,1.1452
2026-02-11,F11005,稳健纯债C,1.1453
2026-02-12,F11005,稳健纯债C,1.1452
2026-02-13,F11005,稳健纯债C,1.1458
2026-02-16,F11005,稳健纯债C,1.1418
2026-02-17,F11005,稳健纯债C,1.1452
2026-02-18,F11005,稳健纯债C,1.1441
2026-02-19,F11005,稳健纯债C,1.1418
2026-02-20,F11005,稳健纯债C,1.1483
2026-02-23,F11005,稳健纯债C,1.1474
2026-02-24,F11005,稳健纯债C,1.1451
2026-02-25,F11005,稳健纯债C,1.1476
2026-02-26,F11005,稳健纯债C,1.1485
2026-02-27,F11005,稳健纯债C,1.1516
2026-03-02,F11005,稳健纯债C,1.152
2026-03-03,F11005,稳健纯债C,1.1549
2026-03-04,F11005,稳健纯债C,1.1611
2026-03-05,F11005,稳健纯债C,1.159
2026-03-06,F11005,稳健纯债C,1.1579
2026-03-09,F11005,稳健纯债C,1.1533
2026-03-10,F11005,稳健纯债C,1.1546
2026-03-11,F11005,稳健纯债C,1.1551
2026-03-12,F11005,稳健纯债C,1.159
2026-03-13,F11005,稳健纯债C,1.1591
2026-03-16,F11005,稳健纯债C,1.159
2026-03-17,F11005,稳健纯债C,1.1597
2026-03-18,F11005,稳健纯债C,1.1592
2026-03-19,F11005,稳健纯债C,1.1604
2026-03-20,F11005,稳健纯债C,1.1612
2026-03-23,F11005,稳健纯债C,1.163
2026-03-24,F11005,稳健纯债C,1.1625
2026-03-25,F11005,稳健纯债C,1.1642
2026-03-26,F11005,稳健纯债C,1.1662
2026-03-27,F11005,稳健纯债C,1.1654
2026-03-30,F11005,稳健纯债C,1.1653
2026-03-31,F11005,稳健纯债C,1.165
2026-04-01,F11005,稳健纯债C,1.1615
2026-04-02,F11005,稳健纯债C,1.1603
2026-04-03,F11005,稳健纯债C,1.1627
2026-04-06,F11005,稳健纯债C,1.1653
2026-04-07,F11005,稳健纯债C,1.1665
2026-04-08,F11005,稳健纯债C,1.1636
2026-04-09,F11005,稳健纯债C,1.1667
2026-04-10,F11005,稳健纯债C,1.1723
2026-04-13,F11005,稳健纯债C,1.1742
2026-04-14,F11005,稳健纯债C,1.1744
2026-04-15,F11005,稳健纯债C,1.172
2026-04-16,F11005,稳健纯债C,1.1721
2026-04-17,F11005,稳健纯债C,1.1708
2026-04-20,F11005,稳健纯债C,1.1704
2026-04-21,F11005,稳健纯债C,1.1744
2026-04-22,F11005,稳健纯债C,1.1771
2026-04-23,F11005,稳健纯债C,1.1763
2026-04-24,F11005,稳健纯债C,1.1767
2026-04-27,F11005,稳健纯债C,1.1769
2026-04-28,F11005,稳健纯债C,1.1757
2026-04-29,F11005,稳健纯债C,1.1719
2026-04-30,F11005,稳健纯债C,1.1745
2026-05-01,F11005,稳健纯债C,1.1782
2026-05-04,F11005,稳健纯债C,1.1765
2026-05-05,F11005,稳健纯债C,1.1748
2026-05-06,F11005,稳健纯债C,1.1776
2026-05-07,F11005,稳健纯债C,1.1758
2026-05-08,F11005,稳健纯债C,1.1718
2026-05-11,F11005,稳健纯债C,1.1707
2026-05-12,F11005,稳健纯债C,1.1749
2026-05-13,F11005,稳健纯债C,1.1735
2026-05-14,F11005,稳健纯债C,1.1717
2026-05-15,F11005,稳健纯债C,1.1705
2026-05-18,F11005,稳健纯债C,1.1672
2026-05-19,F11005,稳健纯债C,1.1635
2026-05-20,F11005,稳健纯债C,1.1629
2026-05-21,F11005,稳健纯债C,1.1589
2026-05-22,F11005,稳健纯债C,1.1579
2026-05-25,F11005,稳健纯债C,1.1589
2026-05-26,F11005,稳健纯债C,1.1601
2026-05-27,F11005,稳健纯债C,1.1599
2026-05-28,F11005,稳健纯债C,1.1565
2026-05-29,F11005,稳健纯债C,1.1555
2026-06-01,F11005,稳健纯债C,1.1566
2026-06-02,F11005,稳健纯债C,1.1586
2026-06-03,F11005,稳健纯债C,1.158
2026-06-04,F11005,稳健纯债C,1.1561
2026-06-05,F11005,稳健纯债C,1.1565
2026-06-08,F11005,稳健纯债C,1.1556
2026-06-09,F11005,稳健纯债C,1.1528
2026-06-10,F11005,稳健纯债C,1.1538
2026-06-11,F11005,稳健纯债C,1.154
2026-06-12,F11005,稳健纯债C,1.151
2026-06-15,F11005,稳健纯债C,1.1493
2026-06-16,F11005,稳健纯债C,1.1489
2026-06-17,F11005,稳健纯债C,1.1446
2026-06-18,F11005,稳健纯债C,1.1427
2026-06-19,F11005,稳健纯债C,1.1447
2026-06-22,F11005,稳健纯债C,1.1434
2026-06-23,F11005,稳健纯债C,1.1413
2026-06-24,F11005,稳健纯债C,1.1445
2026-06-25,F11005,稳健纯债C,1.1457
2026-06-26,F11005,稳健纯债C,1.1479
2026-06-29,F11005,稳健纯债C,1.1458
2026-06-30,F11005,稳健纯债C,1.1451
2026-07-01,F11005,稳健纯债C,1.1452
2026-07-02,F11005,稳健纯债C,1.146
2026-07-03,F11005,稳健纯债C,1.1528
2026-07-06,F11005,稳健纯债C,1.1533
2026-07-07,F11005,稳健纯债C,1.1566
2026-07-08,F11005,稳健纯债C,1.1634
2026-07-09,F11005,稳健纯债C,1.1687
2026-07-10,F11005,稳健纯债C,1.1693
2026-07-13,F11005,稳健纯债C,1.1729
2026-07-14,F11005,稳健纯债C,1.1734
2026-07-15,F11005,稳健纯债C,1.1734
2026-07-16,F11005,稳健纯债C,1.1761
2026-07-17,F11005,稳健纯债C,1.1789
2026-07-20,F11005,稳健纯债C,1.1806
2026-07-21,F11005,稳健纯债C,1.1802
2026-07-22,F11005,稳健纯债C,1.1789
2026-07-23,F11005,稳健纯债C,1.1755
2026-07-24,F11005,稳健纯债C,1.1762
2026-07-27,F11005,稳健纯债C,1.177
2026-07-28,F11005,稳健纯债C,1.1797
2026-07-29,F11005,稳健纯债C,1.1755
2026-07-30,F11005,稳健纯债C,1.1759
2026-07-31,F11005,稳健纯债C,1.1755
2026-08-03,F11005,稳健纯债C,1.1755
2026-08-04,F11005,稳健纯债C,1.1794
2026-08-05,F11005,稳健纯债C,1.1834
2026-08-06,F11005,稳健纯债C,1.1866
2026-08-07,F11005,稳健纯债C,1.187
2026-08-10,F11005,稳健纯债C,1.1866
2026-08-11,F11005,稳健纯债C,1.1904
2026-08-12,F11005,稳健纯债C,1.1957
2026-08-13,F11005,稳健纯债C,1.2007
2026-08-14,F11005,稳健纯债C,1.2024
2026-08-17,F11005,稳健纯债C,1.2027
2026-08-18,F11005,稳健纯债C,1.2049
2026-08-19,F11005,稳健纯债C,1.2074
2026-08-20,F11005,稳健纯债C,1.2063
2026-08-21,F11005,稳健纯债C,1.2059
2026-08-24,F11005,稳健纯债C,1.2154
2026-08-25,F11005,稳健纯债C,1.2144
2026-08-26,F11005,稳健纯债C,1.2171
2026-08-27,F11005,稳健纯债C,1.2157
2026-08-28,F11005,稳健纯债C,1.2155
2026-08-31,F11005,稳健纯债C,1.2128
2023-09-01,F77012,全球科技先锋,0.9842
2023-09-04,F77012,全球科技先锋,0.9953
2023-09-05,F77012,全球科技先锋,1.0045
2023-09-06,F77012,全球科技先锋,1.0381
2023-09-07,F77012,全球科技先锋,1.0389
2023-09-08,F77012,全球科技先锋,1.0421
2023-09-11,F77012,全球科技先锋,1.0416
2023-09-12,F77012,全球科技先锋,1.0242
2023-09-13,F77012,全球科技先锋,1.0352
2023-09-14,F77012,全球科技先锋,1.0325
2023-09-15,F77012,全球科技先锋,1.0069
2023-09-18,F77012,全球科技先锋,1.0272
2023-09-19,F77012,全球科技先锋,1.0171
2023-09-20,F77012,全球科技先锋,1.0234
2023-09-21,F77012,全球科技先锋,1.0304
2023-09-22,F77012,全球科技先锋,1.0346
2023-09-25,F77012,全球科技先锋,1.0167
2023-09-26,F77012,全球科技先锋,1.0424
2023-09-27,F77012,全球科技先锋,1.0294
2023-09-28,F77012,全球科技先锋,0.9859
2023-09-29,F77012,全球科技先锋,1.0012
2023-10-02,F77012,全球科技先锋,1.0161
2023-10-03,F77012,全球科技先锋,0.9951
2023-10-04,F77012,全球科技先锋,0.9953
2023-10-05,F77012,全球科技先锋,1.0149
2023-10-06,F77012,全球科技先锋,1.0409
2023-10-09,F77012,全球科技先锋,1.0526
2023-10-10,F77012,全球科技先锋,1.0685
2023-10-11,F77012,全球科技先锋,1.0825
2023-10-12,F77012,全球科技先锋,1.0802
2023-10-13,F77012,全球科技先锋,1.0599
2023-10-16,F77012,全球科技先锋,1.0554
2023-10-17,F77012,全球科技先锋,1.0769
2023-10-18,F77012,全球科技先锋,1.0988
2023-10-19,F77012,全球科技先锋,1.1031
2023-10-20,F77012,全球科技先锋,1.0969
2023-10-23,F77012,全球科技先锋,1.1315
2023-10-24,F77012,全球科技先锋,1.1344
2023-10-25,F77012,全球科技先锋,1.1476
2023-10-26,F77012,全球科技先锋,1.1237
2023-10-27,F77012,全球科技先锋,1.123
2023-10-30,F77012,全球科技先锋,1.1452
2023-10-31,F77012,全球科技先锋,1.1181
2023-11-01,F77012,全球科技先锋,1.1177
2023-11-02,F77012,全球科技先锋,1.1262
2023-11-03,F77012,全球科技先锋,1.1554
2023-11-06,F77012,全球科技先锋,1.1759
2023-11-07,F77012,全球科技先锋,1.2121
2023-11-08,F77012,全球科技先锋,1.2305
2023-11-09,F77012,全球科技先锋,1.2504
2023-11-10,F77012,全球科技先锋,1.2298
2023-11-13,F77012,全球科技先锋,1.209
2023-11-14,F77012,全球科技先锋,1.2459
2023-11-15,F77012,全球科技先锋,1.2363
2023-11-16,F77012,全球科技先锋,1.2249
2023-11-17,F77012,全球科技先锋,1.1763
2023-11-20,F77012,全球科技先锋,1.1989
2023-11-21,F77012,全球科技先锋,1.1758
2023-11-22,F77012,全球科技先锋,1.1592
2023-11-23,F77012,全球科技先锋,1.1823
2023-11-24,F77012,全球科技先锋,1.1373
2023-11-27,F77012,全球科技先锋,1.1654
2023-11-28,F77012,全球科技先锋,1.1488
2023-11-29,F77012,全球科技先锋,1.1461
2023-11-30,F77012,全球科技先锋,1.1309
2023-12-01,F77012,全球科技先锋,1.1049
2023-12-04,F77012,全球科技先锋,1.0905
2023-12-05,F77012,全球科技先锋,1.075
2023-12-06,F77012,全球科技先锋,1.0522
2023-12-07,F77012,全球科技先锋,1.0816
2023-12-08,F77012,全球科技先锋,1.0636
2023-12-11,F77012,全球科技先锋,1.029
2023-12-12,F77012,全球科技先锋,0.9923
2023-12-13,F77012,全球科技先锋,1.0003
2023-12-14,F77012,全球科技先锋,0.9704
2023-12-15,F77012,全球科技先锋,0.9677
2023-12-18,F77012,全球科技先锋,1.0023
2023-12-19,F77012,全球科技先锋,1.0059
2023-12-20,F77012,全球科技先锋,1.012
2023-12-21,F77012,全球科技先锋,1.0029
2023-12-22,F77012,全球科技先锋,1.003
2023-12-25,F77012,全球科技先锋,0.9995
2023-12-26,F77012,全球科技先锋,1.0053
2023-12-27,F77012,全球科技先锋,1.0355
2023-12-28,F77012,全球科技先锋,1.0281
2023-12-29,F77012,全球科技先锋,1.0142
2024-01-01,F77012,全球科技先锋,1.0131
2024-01-02,F77012,全球科技先锋,1.0308
2024-01-03,F77012,全球科技先锋,1.025
2024-01-04,F77012,全球科技先锋,1.0302
2024-01-05,F77012,全球科技先锋,1.0399
2024-01-08,F77012,全球科技先锋,1.0807
2024-01-09,F77012,全球科技先锋,1.0988
2024-01-10,F77012,全球科技先锋,1.0823
2024-01-11,F77012,全球科技先锋,1.0414
2024-01-12,F77012,全球科技先锋,1.0446
2024-01-15,F77012,全球科技先锋,1.0319
2024-01-16,F77012,全球科技先锋,1.0234
2024-01-17,F77012,全球科技先锋,1.0059
2024-01-18,F77012,全球科技先锋,0.9972
2024-01-19,F77012,全球科技先锋,0.9883
2024-01-22,F77012,全球科技先锋,0.9866
2024-01-23,F77012,全球科技先锋,0.9752
2024-01-24,F77012,全球科技先锋,0.9632
2024-01-25,F77012,全球科技先锋,0.9726
2024-01-26,F77012,全球科技先锋,0.9729
2024-01-29,F77012,全球科技先锋,0.9733
2024-01-30,F77012,全球科技先锋,0.9728
2024-01-31,F77012,全球科技先锋,0.9578
2024-02-01,F77012,全球科技先锋,0.9828
2024-02-02,F77012,全球科技先锋,1.0191
2024-02-05,F77012,全球科技先锋,1.0421
2024-02-06,F77012,全球科技先锋,1.0103
2024-02-07,F77012,全球科技先锋,0.9989
2024-02-08,F77012,全球科技先锋,1.0118
2024-02-09,F77012,全球科技先锋,0.9988
2024-02-12,F77012,全球科技先锋,0.9868
2024-02-13,F77012,全球科技先锋,0.9634
2024-02-14,F77012,全球科技先锋,0.9576
2024-02-15,F77012,全球科技先锋,0.944
2024-02-16,F77012,全球科技先锋,0.9052
2024-02-19,F77012,全球科技先锋,0.9241
2024-02-20,F77012,全球科技先锋,0.9313
2024-02-21,F77012,全球科技先锋,0.9098
2024-02-22,F77012,全球科技先锋,0.9242
2024-02-23,F77012,全球科技先锋,0.9266
2024-02-26,F77012,全球科技先锋,0.9461
2024-02-27,F77012,全球科技先锋,0.9588
2024-02-28,F77012,全球科技先锋,0.946
2024-02-29,F77012,全球科技先锋,0.9576
2024-03-01,F77012,全球科技先锋,0.9701
2024-03-04,F77012,全球科技先锋,0.9887
2024-03-05,F77012,全球科技先锋,1.0066
2024-03-06,F77012,全球科技先锋,1.0447
2024-03-07,F77012,全球科技先锋,1.0628
2024-03-08,F77012,全球科技先锋,1.0485
2024-03-11,F77012,全球科技先锋,1.0521
2024-03-12,F77012,全球科技先锋,1.0331
2024-03-13,F77012,全球科技先锋,1.0558
2024-03-14,F77012,全球科技先锋,1.0402
2024-03-15,F77012,全球科技先锋,1.0825
2024-03-18,F77012,全球科技先锋,1.0773
2024-03-19,F77012,全球科技先锋,1.0768
2024-03-20,F77012,全球科技先锋,1.0683
2024-03-21,F77012,全球科技先锋,1.0552
2024-03-22,F77012,全球科技先锋,1.0456
2024-03-25,F77012,全球科技先锋,1.0503
2024-03-26,F77012,全球科技先锋,1.051
2024-03-27,F77012,全球科技先锋,1.0434
2024-03-28,F77012,全球科技先锋,1.0494
2024-03-29,F77012,全球科技先锋,1.0397
2024-04-01,F77012,全球科技先锋,1.0399
2024-04-02,F77012,全球科技先锋,1.0733
2024-04-03,F77012,全球科技先锋,1.0628
2024-04-04,F77012,全球科技先锋,1.0575
2024-04-05,F77012,全球科技先锋,1.0364
